City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Gurugram,2017-04-13 21:00:00,203.69,,1.46,3.43,,,1.59,19.8,5.55,0.03,2.99,,371.0,Very Poor
Gurugram,2017-05-04 03:00:00,131.24,,5.97,23.36,,,0.48,5.39,0.84,0.03,3.34,,322.0,Very Poor
Gurugram,2017-06-08 09:00:00,68.83,,5.98,14.26,,,0.39,2.95,14.25,0.05,4.66,,244.0,Poor
Gurugram,2017-06-13 04:00:00,,,5.93,29.22,,,0.54,4.19,6.79,0.05,5.0,,284.0,Poor
Gurugram,2017-07-21 06:00:00,18.19,,9.89,14.37,,,0.35,4.64,3.47,0.02,1.89,,76.0,Satisfactory
Gurugram,2017-08-15 09:00:00,35.02,,,30.13,,,1.07,4.83,20.16,0.0,0.0,,75.0,Satisfactory
Gurugram,2017-10-09 09:00:00,84.64,,5.95,24.82,,,0.92,5.86,8.32,0.04,4.42,,149.0,Moderate
Gurugram,2017-10-13 02:00:00,89.68,,6.42,25.05,,,0.77,4.84,11.45,0.04,4.41,,164.0,Moderate
Gurugram,2017-10-15 09:00:00,94.04,,3.84,25.26,,,0.86,7.99,7.17,0.04,4.44,,165.0,Moderate
Gurugram,2017-11-23 22:00:00,207.41,,6.58,23.35,18.59,,5.05,,13.48,1.06,0.74,,306.0,Very Poor
Gurugram,2017-12-07 00:00:00,130.98,,9.49,19.21,17.95,,1.78,9.33,9.93,0.89,1.57,,279.0,Poor
Gurugram,2017-12-16 01:00:00,110.49,,12.22,23.2,0.0,,1.96,3.99,12.03,1.24,1.92,,233.0,Poor
Gurugram,2017-12-27 09:00:00,177.01,,4.3,29.45,0.0,,0.84,4.5,12.07,1.26,1.94,,357.0,Very Poor
Gurugram,2017-12-31 23:00:00,291.1,280.96,55.16,19.11,58.11,,2.56,8.05,5.73,1.24,1.92,,385.0,Very Poor
Gurugram,2018-01-14 14:00:00,107.5,,12.02,26.72,25.26,,2.62,6.64,69.55,2.29,4.97,,336.0,Very Poor
Gurugram,2018-03-14 01:00:00,150.24,315.09,38.93,18.24,36.57,,1.12,,13.09,,,,216.0,Poor
Gurugram,2018-04-05 05:00:00,165.82,327.59,35.25,17.95,35.58,,2.6,,12.43,,,,270.0,Poor
Gurugram,2018-04-26 14:00:00,,,,,15.06,,0.0,,,,,,,
Gurugram,2018-04-30 18:00:00,,,23.03,,12.27,,0.0,,51.06,3.32,,,,
Gurugram,2018-06-04 15:00:00,90.36,201.52,16.25,27.11,34.3,,0.78,,54.56,0.15,,,146.0,Moderate
Gurugram,2018-06-06 14:00:00,64.23,132.83,19.34,26.48,39.42,,0.76,,42.86,0.0,,,151.0,Moderate
Gurugram,2018-07-06 15:00:00,34.31,,7.75,22.16,22.19,,1.71,5.62,42.92,0.0,,,121.0,Moderate
Gurugram,2018-07-14 19:00:00,13.68,,8.51,25.29,22.34,,0.6,3.86,24.06,0.0,,,60.0,Satisfactory
Gurugram,2018-09-07 00:00:00,29.62,,9.81,28.31,21.09,,0.26,6.39,0.28,0.0,,,117.0,Moderate
Gurugram,2019-01-18 19:00:00,122.88,314.3,20.39,30.51,38.56,,2.1,4.87,34.68,0.0,0.0,,356.0,Very Poor
Gurugram,2019-05-29 16:00:00,60.46,106.17,20.66,34.32,42.6,,0.38,20.52,112.9,0.0,0.0,,165.0,Moderate
Gurugram,2019-06-11 05:00:00,313.1,,18.09,45.66,34.17,,0.89,1.4,6.65,0.0,0.0,,314.0,Very Poor
Gurugram,2019-06-25 04:00:00,34.13,55.98,12.86,61.84,4.63,,0.38,,22.28,0.0,0.0,,80.0,Satisfactory
Gurugram,2019-08-19 12:00:00,31.8,,47.32,22.5,61.66,,0.11,,30.16,2.0,6.05,,53.0,Satisfactory
Gurugram,2019-09-05 09:00:00,25.54,75.74,5.62,7.51,12.81,,0.52,21.06,22.99,1.99,6.05,,105.0,Moderate
Gurugram,2019-09-08 00:00:00,24.16,42.73,5.11,7.86,12.66,,0.6,3.64,21.43,2.03,5.85,,56.0,Satisfactory
Gurugram,2019-10-06 16:00:00,48.4,,242.86,115.86,12.09,,1.04,2.69,93.6,0.0,0.0,,103.0,Moderate
Gurugram,2019-10-22 05:00:00,101.52,202.3,7.5,45.62,37.86,,1.9,0.93,6.84,2.04,6.06,,254.0,Poor
Gurugram,2019-11-15 08:00:00,675.81,,24.13,45.55,48.89,,2.29,31.84,38.15,1.98,5.87,,560.0,Severe
Gurugram,2019-12-09 21:00:00,157.8,270.27,125.08,72.4,143.77,,3.3,80.73,14.36,2.0,6.05,,340.0,Very Poor
Gurugram,2019-12-13 22:00:00,48.98,43.45,4.63,4.55,9.18,,1.36,,,,,,119.0,Moderate
Gurugram,2020-01-29 04:00:00,45.2,81.87,6.94,21.14,18.57,,1.0,9.35,7.15,2.02,6.01,,159.0,Moderate
Gurugram,2020-02-13 15:00:00,53.11,119.68,5.6,14.68,12.88,,0.62,12.16,87.84,1.97,5.89,,155.0,Moderate
Gurugram,2020-05-09 03:00:00,65.49,114.61,4.36,13.02,11.41,23.46,0.97,7.58,73.98,3.49,5.72,5.14,146.0,Moderate
Gurugram,2020-06-15 11:00:00,58.5,117.85,4.5,11.21,9.25,5.03,0.61,4.14,108.67,4.26,2.85,1.86,139.0,Moderate
Gurugram,2020-06-18 10:00:00,40.98,68.77,3.8,8.07,9.02,0.03,0.53,7.32,62.49,5.46,2.81,1.72,89.0,Satisfactory
Guwahati,2019-02-22 15:00:00,76.29,113.46,1.55,12.65,16.13,20.83,0.52,20.14,76.99,0.92,,,314.0,Very Poor
Guwahati,2019-03-20 21:00:00,107.39,172.31,19.49,48.62,84.06,20.68,2.0,21.33,12.27,3.39,,,102.0,Moderate
Guwahati,2019-03-29 21:00:00,191.31,372.73,43.84,64.46,141.1,24.34,3.29,23.7,9.05,9.07,,,292.0,Poor
Guwahati,2019-04-04 08:00:00,51.43,90.75,3.96,11.18,18.51,13.52,0.39,59.61,50.75,1.1,,,140.0,Moderate
Guwahati,2019-04-06 18:00:00,54.0,76.61,1.68,11.78,15.3,13.87,0.59,17.46,48.67,0.99,,,78.0,Satisfactory
Guwahati,2019-04-08 11:00:00,36.86,41.41,2.45,8.22,12.93,16.05,0.43,21.57,51.34,0.66,,,51.0,Satisfactory
Guwahati,2019-05-04 01:00:00,,,,,,,,,,,,,,
Guwahati,2019-05-06 22:00:00,106.54,190.02,40.38,50.6,120.65,18.84,2.68,19.38,20.6,1.49,,,108.0,Moderate
Guwahati,2019-05-08 06:00:00,24.66,29.73,1.96,7.61,11.37,11.24,0.28,19.25,63.24,0.13,,,73.0,Satisfactory
Guwahati,2019-05-09 23:00:00,26.94,40.33,1.26,8.42,11.03,7.88,0.4,20.28,70.69,0.24,,,84.0,Satisfactory
Guwahati,2019-05-17 10:00:00,21.77,27.13,2.67,9.89,14.96,7.5,0.47,17.04,66.14,0.15,,,66.0,Satisfactory
Guwahati,2019-05-18 21:00:00,42.2,65.88,3.55,11.82,18.54,8.05,0.66,16.38,41.6,0.42,,,77.0,Satisfactory
Guwahati,2019-06-19 04:00:00,81.57,119.55,32.75,33.48,89.66,8.09,0.81,11.11,1.5,0.65,,,75.0,Satisfactory
Guwahati,2019-07-01 03:00:00,39.06,72.98,42.38,18.15,89.03,5.39,0.83,11.24,1.29,0.19,,,70.0,Satisfactory
Guwahati,2019-07-01 13:00:00,21.63,42.52,6.86,16.33,28.89,4.96,0.51,10.62,3.13,0.39,,,74.0,Satisfactory
Guwahati,2019-07-09 15:00:00,640.73,1000.0,14.58,12.83,37.67,18.59,0.4,9.13,19.15,114.72,,,,
Guwahati,2019-07-13 03:00:00,25.68,44.27,4.32,10.16,17.98,11.9,0.48,10.66,11.53,0.06,,,54.0,Satisfactory
Guwahati,2019-08-03 14:00:00,0.7,85.0,1.85,4.77,8.1,3.83,0.29,10.62,22.14,0.0,,,189.0,Moderate
Guwahati,2019-08-11 00:00:00,19.0,28.0,1.64,5.68,8.82,6.29,0.49,11.67,15.9,0.1,,,159.0,Moderate
Guwahati,2019-08-13 17:00:00,0.36,18.2,2.15,6.91,10.87,5.57,0.38,11.33,16.09,0.0,,,867.0,Severe
Guwahati,2019-08-15 21:00:00,6.46,13.85,8.06,7.07,19.58,16.93,0.33,13.54,15.7,100.83,,,37.0,Good
Guwahati,2019-09-03 11:00:00,6.08,20.41,3.17,8.02,13.8,3.15,0.33,12.13,9.37,176.44,,,48.0,Good
Guwahati,2019-09-04 15:00:00,15.29,27.0,2.63,9.84,14.81,3.25,0.39,12.17,11.04,192.48,,,28.0,Good
Guwahati,2019-09-14 23:00:00,52.05,92.5,12.76,10.95,32.63,2.55,0.81,12.61,16.22,0.01,,,44.0,Good
Guwahati,2019-09-15 21:00:00,18.58,39.69,1.06,5.29,7.37,2.05,0.37,12.72,17.66,0.0,,,47.0,Good
Guwahati,2019-09-19 21:00:00,72.77,155.08,12.39,25.98,48.25,2.82,0.95,16.42,17.21,0.0,,,57.0,Satisfactory
Guwahati,2019-09-21 18:00:00,22.83,47.83,1.73,6.63,10.01,1.78,0.36,13.32,17.46,0.04,,,69.0,Satisfactory
Guwahati,2019-10-22 20:00:00,164.16,259.56,56.75,47.92,145.01,6.52,1.1,16.57,17.82,0.0,,,148.0,Moderate
Guwahati,2019-10-29 10:00:00,27.41,45.69,10.71,5.63,23.68,4.93,0.57,9.94,17.77,0.0,,,333.0,Very Poor
Guwahati,2019-12-03 02:00:00,86.21,145.83,94.41,9.19,164.88,11.41,1.64,11.98,17.87,3.15,,,154.0,Moderate
Guwahati,2019-12-16 07:00:00,93.08,133.87,74.6,9.48,132.77,18.14,1.0,12.7,18.12,0.34,,,300.0,Poor
Guwahati,2019-12-30 19:00:00,162.52,304.88,18.88,12.43,44.31,12.87,0.91,11.84,17.88,0.23,,,335.0,Very Poor
Guwahati,2020-01-17 18:00:00,69.59,117.27,10.93,9.78,28.41,20.17,0.7,12.95,18.17,0.29,,,307.0,Very Poor
Guwahati,2020-02-08 23:00:00,163.62,277.04,40.83,20.18,88.62,18.44,1.93,12.88,18.07,1.65,,,315.0,Very Poor
Guwahati,2020-02-13 22:00:00,219.23,382.64,83.42,34.69,174.12,25.91,2.09,13.74,18.48,0.93,,,310.0,Very Poor
Guwahati,2020-02-25 07:00:00,76.25,127.0,48.0,19.4,99.64,13.64,0.62,13.41,18.2,0.8,,,172.0,Moderate
Guwahati,2020-03-07 04:00:00,67.68,124.36,79.28,22.68,154.4,13.94,0.79,14.3,18.23,0.23,,,120.0,Moderate
Guwahati,2020-03-12 15:00:00,59.5,121.54,0.59,8.28,4.48,17.87,0.3,12.75,21.04,0.23,,,248.0,Poor
Guwahati,2020-04-07 06:00:00,59.11,90.38,1.04,5.76,3.62,7.12,0.4,15.36,51.6,0.03,,,143.0,Moderate
Guwahati,2020-04-12 07:00:00,59.64,88.23,10.2,10.24,12.63,23.65,0.92,17.09,16.49,0.21,,,177.0,Moderate
Guwahati,2020-04-24 08:00:00,13.83,14.17,1.05,4.56,3.0,6.19,0.23,13.8,26.14,0.02,,,49.0,Good
Guwahati,2020-04-29 06:00:00,22.3,35.14,2.94,4.36,4.32,3.45,0.47,14.16,18.01,0.05,,,52.0,Satisfactory
Guwahati,2020-05-04 14:00:00,12.56,28.5,0.5,3.24,2.0,2.24,0.25,14.55,42.59,,,,49.0,Good
Guwahati,2020-05-17 23:00:00,48.05,86.2,23.19,36.78,35.21,6.13,0.7,14.98,17.22,0.0,,,53.0,Satisfactory
Guwahati,2020-05-25 07:00:00,15.9,37.9,3.07,7.4,5.85,2.13,0.43,15.05,18.38,0.0,,,25.0,Good
Guwahati,2020-05-27 15:00:00,5.83,10.39,0.69,4.27,2.59,1.39,0.29,14.94,55.72,0.0,,,56.0,Satisfactory
Guwahati,2020-05-31 11:00:00,16.0,19.39,1.12,4.1,2.83,1.4,0.37,15.14,25.57,0.0,,,41.0,Good
Guwahati,2020-06-01 11:00:00,,,1.16,4.66,3.1,1.55,0.34,14.91,33.27,0.0,,,51.0,Satisfactory
Guwahati,2020-06-23 09:00:00,15.78,26.14,1.06,4.6,3.03,2.04,0.33,15.92,18.65,0.0,,,37.0,Good
Guwahati,2020-06-28 20:00:00,45.14,70.53,0.74,12.57,6.72,2.16,0.82,15.86,26.34,0.0,,,46.0,Good
Hyderabad,2015-01-23 19:00:00,,,3.84,28.46,32.3,,0.55,4.53,33.28,0.76,10.14,0.88,,
Hyderabad,2015-04-04 08:00:00,,,3.59,7.29,10.88,,0.22,5.72,36.29,0.27,2.55,0.45,,
Hyderabad,2015-04-23 16:00:00,38.0,,2.86,8.03,10.89,,0.44,9.23,63.74,,,,198.0,Moderate
Hyderabad,2015-08-19 23:00:00,49.0,,4.16,22.58,26.2,,0.41,1.78,8.84,1.29,7.95,0.06,153.0,Moderate
Hyderabad,2015-09-13 10:00:00,186.08,32.25,2.47,19.76,13.56,20.93,0.41,2.64,38.35,0.52,2.86,0.06,194.0,Moderate
Hyderabad,2015-09-18 11:00:00,40.0,,2.36,8.94,11.29,,0.36,1.45,16.17,0.6,3.28,0.03,58.0,Satisfactory
Hyderabad,2015-09-19 16:00:00,183.33,,8.28,8.5,16.78,,0.27,0.64,20.85,0.44,3.56,0.0,125.0,Moderate
Hyderabad,2015-11-18 09:00:00,75.0,114.25,5.9,6.1,9.1,5.27,0.74,5.87,26.21,1.2,4.94,0.34,78.0,Satisfactory
Hyderabad,2016-02-16 22:00:00,47.25,,3.75,14.46,16.63,10.25,0.88,2.43,21.12,0.19,1.71,0.12,81.0,Satisfactory
Hyderabad,2016-03-10 23:00:00,62.25,94.0,6.06,23.96,28.74,10.35,1.45,2.62,8.75,1.64,7.81,4.23,104.0,Moderate
Hyderabad,2016-05-07 20:00:00,49.5,89.5,39.2,80.28,81.32,132.93,1.01,0.5,36.05,0.15,0.87,0.15,96.0,Satisfactory
Hyderabad,2016-08-05 21:00:00,,,,,,,,,,,,,200.0,Moderate
Hyderabad,2016-10-30 11:00:00,72.0,123.5,6.72,17.47,6.76,23.77,0.35,10.25,76.25,0.05,0.74,0.12,139.0,Moderate
Hyderabad,2016-11-21 23:00:00,56.0,94.0,10.05,69.42,20.65,31.4,0.48,27.22,32.12,0.02,0.36,0.04,93.0,Satisfactory
Hyderabad,2016-12-06 20:00:00,65.0,94.0,7.17,56.23,10.91,24.8,0.47,56.93,53.6,0.02,0.18,0.03,115.0,Moderate
Hyderabad,2016-12-14 21:00:00,,,,,0.0,,0.0,,,0.0,0.0,0.0,74.0,Satisfactory
Hyderabad,2017-01-10 13:00:00,54.0,104.0,6.6,38.15,12.82,10.45,0.0,3.45,37.25,0.05,0.2,0.8,103.0,Moderate
Hyderabad,2017-01-15 01:00:00,91.0,133.75,6.55,40.28,8.93,16.5,0.0,3.58,35.22,0.07,0.23,0.05,147.0,Moderate
Hyderabad,2017-02-28 05:00:00,92.25,218.0,15.9,54.35,16.75,99.38,0.28,40.1,2.65,0.21,5.12,2.32,169.0,Moderate
Hyderabad,2017-03-02 05:00:00,61.88,113.5,4.03,22.33,6.06,17.28,0.13,13.98,48.55,0.08,1.21,0.34,137.0,Moderate
Hyderabad,2017-07-11 08:00:00,16.58,48.17,3.72,20.43,6.95,4.15,0.15,6.48,18.68,1.14,7.62,0.98,71.0,Satisfactory
Hyderabad,2017-07-25 07:00:00,11.83,48.0,4.01,15.42,8.59,31.27,0.3,4.76,10.21,0.07,0.71,0.02,56.0,Satisfactory
Hyderabad,2017-11-11 19:00:00,60.67,136.65,1.5,58.49,32.33,16.01,0.75,33.44,68.65,4.84,23.25,3.49,145.0,Moderate
Hyderabad,2017-11-20 04:00:00,46.94,72.92,3.52,41.65,25.02,16.26,0.75,8.0,28.59,6.76,29.12,7.92,82.0,Satisfactory
Hyderabad,2017-12-05 06:00:00,56.67,75.65,1.08,21.29,12.17,13.86,0.48,5.76,60.09,1.9,4.2,0.87,140.0,Moderate
Hyderabad,2018-01-14 13:00:00,70.42,128.5,22.84,35.91,33.49,18.36,0.88,14.3,85.86,2.51,8.92,2.0,142.0,Moderate
Hyderabad,2018-02-12 22:00:00,47.05,94.88,1.22,31.02,17.38,18.36,0.74,5.96,35.95,1.61,8.16,2.49,99.0,Satisfactory
Hyderabad,2018-03-09 09:00:00,70.55,145.56,7.95,63.65,40.21,23.42,1.01,7.53,26.93,2.25,6.76,1.83,117.0,Moderate
Hyderabad,2018-04-11 11:00:00,21.75,65.5,3.28,22.96,14.89,20.76,0.77,4.76,34.62,0.68,3.12,0.38,84.0,Satisfactory
Hyderabad,2018-04-16 09:00:00,52.54,102.35,4.86,37.09,23.36,18.27,0.84,7.11,31.16,2.18,11.97,1.17,89.0,Satisfactory
Hyderabad,2018-04-19 00:00:00,66.08,165.8,37.16,94.12,80.21,15.5,1.89,11.43,10.58,4.68,18.88,6.58,106.0,Moderate
Hyderabad,2018-05-15 23:00:00,35.29,79.85,1.83,39.67,22.53,12.23,0.88,3.69,45.2,1.06,5.86,0.69,92.0,Satisfactory
Hyderabad,2018-06-19 12:00:00,11.35,25.69,1.29,15.12,9.2,10.61,0.66,4.32,28.41,0.25,1.36,0.17,49.0,Good
Hyderabad,2018-06-25 10:00:00,16.83,48.15,3.36,17.88,12.15,9.35,0.27,6.31,17.03,0.15,2.04,0.16,40.0,Good
Hyderabad,2018-07-22 23:00:00,27.19,68.5,3.47,27.29,17.1,37.57,0.2,8.7,10.14,0.98,3.93,1.24,50.0,Good
Hyderabad,2018-09-09 08:00:00,35.9,104.44,11.25,22.6,21.15,22.14,0.37,13.57,17.74,1.49,14.95,0.54,78.0,Satisfactory
Hyderabad,2018-10-08 01:00:00,74.88,161.3,4.26,45.94,27.52,16.94,0.57,5.51,15.46,3.62,33.91,2.17,127.0,Moderate
Hyderabad,2018-12-07 17:00:00,53.04,83.3,1.44,30.23,17.14,10.43,0.47,3.17,47.52,1.91,10.01,0.58,106.0,Moderate
Hyderabad,2019-07-22 16:00:00,15.85,30.65,3.09,12.86,9.23,9.85,0.46,2.67,33.86,0.31,1.98,0.13,59.0,Satisfactory
Hyderabad,2019-09-21 21:00:00,20.75,70.55,5.88,23.3,15.02,6.91,0.5,11.28,8.62,0.17,0.87,0.1,57.0,Satisfactory
Hyderabad,2019-10-10 06:00:00,36.3,61.31,15.75,48.96,33.34,10.86,0.72,7.99,2.69,0.34,4.01,0.08,85.0,Satisfactory
Hyderabad,2019-10-25 23:00:00,25.17,52.3,2.24,22.74,9.63,9.87,0.58,1.66,12.84,0.84,3.86,0.44,66.0,Satisfactory
Hyderabad,2019-11-07 23:00:00,71.65,148.6,5.29,36.03,23.31,14.71,0.89,4.51,19.69,1.13,8.2,0.39,140.0,Moderate
Hyderabad,2020-01-07 10:00:00,60.92,96.35,7.21,26.36,19.02,14.12,0.66,4.7,27.84,0.39,1.3,0.01,90.0,Satisfactory
Hyderabad,2020-01-22 23:00:00,65.5,127.3,10.75,57.42,37.85,19.34,0.91,7.57,12.48,0.45,2.91,0.3,85.0,Satisfactory
Hyderabad,2020-03-19 02:00:00,41.04,98.2,11.8,34.36,25.95,14.79,0.46,7.02,16.19,3.86,33.63,1.87,76.0,Satisfactory
Hyderabad,2020-03-19 05:00:00,51.29,115.55,4.48,27.14,16.98,14.94,0.61,9.18,18.37,5.57,33.74,1.62,86.0,Satisfactory
Hyderabad,2020-04-10 04:00:00,19.25,29.0,4.62,30.4,18.73,15.5,0.58,4.25,17.9,1.21,6.06,0.12,58.0,Satisfactory
Hyderabad,2020-05-16 03:00:00,28.08,62.44,4.44,20.64,14.28,10.18,0.48,5.94,28.45,1.67,11.69,1.05,59.0,Satisfactory
Hyderabad,2020-05-17 23:00:00,23.79,35.81,3.45,26.26,16.41,11.26,0.51,3.79,33.1,1.02,4.76,0.4,76.0,Satisfactory
Jaipur,2017-07-05 04:00:00,50.02,80.48,,11.9,,6.09,0.42,8.58,1.14,0.0,0.0,,94.0,Satisfactory
Jaipur,2017-08-05 06:00:00,57.2,191.45,6.44,24.74,,16.52,0.48,29.39,13.83,0.0,0.0,,158.0,Moderate
Jaipur,2017-08-23 14:00:00,34.1,60.12,2.46,30.38,,16.5,0.53,7.7,28.49,0.0,0.12,,82.0,Satisfactory
Jaipur,2017-11-12 07:00:00,107.4,198.48,37.64,88.28,107.48,57.17,0.73,3.63,43.82,4.03,22.07,,264.0,Poor
Jaipur,2017-11-13 15:00:00,57.91,143.71,8.31,38.41,43.84,19.24,1.84,5.19,158.61,2.21,12.91,,348.0,Very Poor
Jaipur,2017-12-08 11:00:00,115.58,253.86,6.16,29.79,9.14,16.11,0.0,30.77,128.13,3.34,0.77,,181.0,Moderate
Jaipur,2017-12-11 17:00:00,65.03,153.32,5.55,23.22,9.33,23.84,0.0,6.11,40.56,1.36,1.07,,122.0,Moderate
Jaipur,2017-12-25 17:00:00,26.42,75.84,9.46,19.01,14.92,15.59,0.0,9.48,84.57,1.44,3.55,,150.0,Moderate
Jaipur,2018-01-03 04:00:00,112.76,218.77,10.95,56.38,38.34,25.94,0.0,3.17,4.71,4.72,19.45,,230.0,Poor
Jaipur,2018-02-05 00:00:00,84.18,187.47,11.53,23.4,27.26,20.22,0.58,20.81,81.53,1.32,0.62,,135.0,Moderate
Jaipur,2018-03-09 07:00:00,22.37,63.6,9.15,31.76,33.83,24.26,0.79,10.28,67.35,0.4,2.12,,91.0,Satisfactory
Jaipur,2018-03-17 02:00:00,48.99,131.71,6.35,23.36,28.08,17.13,0.32,10.79,84.06,0.3,0.72,,119.0,Moderate
Jaipur,2018-04-20 18:00:00,73.09,379.94,9.28,31.98,29.75,21.04,0.34,10.14,61.08,0.15,12.16,,218.0,Poor
Jaipur,2018-05-12 18:00:00,46.23,146.98,6.02,27.84,28.74,12.64,0.91,6.47,70.78,0.75,9.23,,191.0,Moderate
Jaipur,2018-06-09 00:00:00,64.5,151.94,6.49,14.76,17.06,20.21,0.66,9.85,46.86,1.36,1.95,,222.0,Poor
Jaipur,2018-07-23 02:00:00,25.26,61.52,7.23,8.7,15.52,10.7,0.34,6.12,20.75,0.26,1.55,,50.0,Good
Jaipur,2018-08-22 08:00:00,25.28,78.09,12.45,21.61,30.2,15.08,0.66,7.55,21.34,0.43,10.11,,76.0,Satisfactory
Jaipur,2018-09-25 13:00:00,40.25,114.37,8.53,17.96,19.1,29.6,0.94,15.81,37.76,0.95,3.14,,80.0,Satisfactory
Jaipur,2018-09-26 09:00:00,45.13,123.6,20.78,30.37,46.14,25.96,1.23,6.87,16.49,1.15,3.24,,134.0,Moderate
Jaipur,2018-10-08 04:00:00,35.29,96.01,7.23,40.34,39.14,20.36,0.86,10.75,37.7,0.98,11.77,,111.0,Moderate
Jaipur,2018-11-06 14:00:00,42.12,88.39,8.11,35.46,35.68,15.17,0.75,13.38,90.79,0.64,1.37,,158.0,Moderate
Jaipur,2018-11-30 08:00:00,62.86,158.89,166.26,26.27,163.1,18.58,2.12,9.4,3.34,4.38,13.68,,157.0,Moderate
Jaipur,2018-12-06 02:00:00,101.92,186.89,68.23,41.38,90.06,21.49,1.61,18.38,12.32,3.64,18.08,,167.0,Moderate
Jaipur,2019-02-17 04:00:00,49.87,81.28,12.42,32.21,40.47,31.96,1.17,19.77,18.56,0.85,13.81,,96.0,Satisfactory
Jaipur,2019-02-18 20:00:00,44.85,155.96,13.59,42.72,47.37,24.67,1.18,7.65,21.31,0.84,5.43,,113.0,Moderate
Jaipur,2019-02-20 08:00:00,52.38,107.37,13.99,34.92,42.31,31.35,0.97,12.51,15.39,0.83,8.22,,130.0,Moderate
Jaipur,2019-04-20 00:00:00,51.29,147.22,15.35,49.99,51.31,22.95,1.12,17.0,45.71,1.3,7.44,,116.0,Moderate
Jaipur,2019-04-26 00:00:00,68.7,175.52,30.4,53.06,74.37,34.41,1.11,7.72,5.3,1.54,6.75,,153.0,Moderate
Jaipur,2019-05-09 04:00:00,69.24,108.35,9.4,16.47,21.28,22.05,0.45,12.77,36.81,0.06,4.12,,209.0,Poor
Jaipur,2019-05-12 18:00:00,38.44,69.47,7.72,21.17,24.45,19.19,0.76,8.41,92.64,0.1,3.34,,221.0,Poor
Jaipur,2019-06-19 04:00:00,20.58,32.24,12.74,16.95,27.14,32.88,0.46,12.69,49.41,0.14,2.88,,90.0,Satisfactory
Jaipur,2019-06-29 13:00:00,37.31,99.17,6.06,19.2,20.19,17.7,0.66,8.24,59.13,0.4,3.55,,106.0,Moderate
Jaipur,2019-06-30 03:00:00,31.52,72.73,5.48,16.7,20.16,15.18,0.44,11.51,53.93,0.07,2.85,,90.0,Satisfactory
Jaipur,2019-07-06 12:00:00,43.43,103.76,7.91,21.64,26.27,16.51,0.74,8.77,30.74,0.74,3.21,,83.0,Satisfactory
Jaipur,2019-08-19 17:00:00,26.84,81.9,10.78,24.3,28.65,22.86,0.5,8.13,30.96,0.43,2.47,,72.0,Satisfactory
Jaipur,2019-08-31 04:00:00,27.25,49.06,9.97,32.14,34.19,39.24,0.58,10.28,25.74,0.21,3.18,,71.0,Satisfactory
Jaipur,2019-09-24 09:00:00,21.85,70.03,16.98,27.65,40.05,63.1,0.63,11.88,33.72,0.37,4.18,,133.0,Moderate
Jaipur,2019-10-22 20:00:00,71.84,158.8,67.22,92.4,133.85,75.34,2.81,17.11,9.37,6.32,15.22,,156.0,Moderate
Jaipur,2019-11-14 10:00:00,184.57,311.09,4.57,52.75,46.14,56.5,1.36,9.99,89.44,4.28,11.97,,280.0,Poor
Jaipur,2019-12-10 20:00:00,76.97,173.22,77.26,99.42,158.72,107.1,3.9,28.67,16.16,9.41,15.61,,162.0,Moderate
Jaipur,2019-12-19 12:00:00,54.9,108.65,6.34,46.66,46.03,43.59,0.68,8.03,65.48,3.34,16.17,,112.0,Moderate
Jaipur,2019-12-20 18:00:00,60.14,140.46,9.5,62.46,63.11,59.23,1.25,12.66,44.96,4.0,15.74,,119.0,Moderate
Jaipur,2020-01-23 21:00:00,55.79,142.46,62.26,75.59,120.85,88.38,2.39,18.78,12.22,6.7,17.27,,106.0,Moderate
Jaipur,2020-01-25 17:00:00,25.85,67.83,4.07,34.83,32.03,22.9,0.59,14.3,68.95,0.98,0.68,,110.0,Moderate
Jaipur,2020-03-19 02:00:00,55.27,115.08,12.4,26.91,28.94,18.98,0.33,17.09,78.6,5.65,35.22,,146.0,Moderate
Jaipur,2020-03-19 07:00:00,41.65,99.39,4.66,34.86,32.05,34.95,0.44,8.64,75.48,2.79,28.76,,111.0,Moderate
Jaipur,2020-03-30 22:00:00,14.52,48.34,2.71,14.33,14.21,19.4,0.75,8.28,47.54,0.5,24.48,,76.0,Satisfactory
Jaipur,2020-04-05 02:00:00,30.64,48.72,2.23,8.61,8.79,13.22,0.41,12.41,46.37,1.04,25.68,,85.0,Satisfactory
Jaipur,2020-04-10 08:00:00,25.81,74.08,3.17,16.3,15.47,22.27,0.82,15.71,53.81,1.03,16.81,,69.0,Satisfactory
Jaipur,2020-05-18 04:00:00,29.97,86.01,2.47,16.88,16.53,24.35,0.45,11.11,72.74,1.66,2.88,,108.0,Moderate
Jorapokhar,2017-06-07 20:00:00,,156.62,6.25,7.69,,,0.56,,9.32,,,,153.0,Moderate
Jorapokhar,2017-07-01 03:00:00,,,,,,,0.0,,,,,,,
Jorapokhar,2017-07-26 04:00:00,,19.6,5.86,9.35,,,0.01,,,,,,30.0,Good
Jorapokhar,2017-09-03 12:00:00,,,,,,,,,,,,,,
Jorapokhar,2017-09-19 16:00:00,,,,,,,,,,,,,,
Jorapokhar,2017-09-22 07:00:00,,,,,,,,,,,,,,
Jorapokhar,2017-10-02 20:00:00,,,,,,,,,,,,,,
Jorapokhar,2017-10-16 02:00:00,,,,,,,,,,,,,,
